Unique_ID,Similarity_Score
0,0.6142187118530273
1,0.6408365964889526
2,0.7880339622497559
3,0.6826618313789368
4,0.6437446475028992
5,0.7052810788154602
6,0.652828574180603
7,0.7322741746902466
8,0.6142327189445496
9,0.6809582710266113
10,0.7147166728973389
11,0.7003021836280823
12,0.6957868933677673
13,0.6727877855300903
14,0.7303004264831543
15,0.6775858998298645
16,0.6188775300979614
17,0.6219232082366943
18,0.7147820591926575
19,0.6829075813293457
20,0.6630184650421143
21,0.7268893718719482
22,0.6573948860168457
23,0.5256892442703247
24,0.6983808279037476
25,0.6215465664863586
26,0.7002789974212646
27,0.7339074611663818
28,0.6916666626930237
29,0.642648458480835
30,0.6108680963516235
31,0.5908137559890747
32,0.7127314805984497
33,0.6923026442527771
34,0.5708045959472656
35,0.619795024394989
36,0.7069637775421143
37,0.6912133693695068
38,0.691208004951477
39,0.6215364336967468
40,0.5970863103866577
41,0.5978175401687622
42,0.6516941785812378
43,0.6177928447723389
44,0.6122915744781494
45,0.7713147401809692
46,0.5704064965248108
47,0.6854677200317383
48,0.6282641291618347
49,0.7621871829032898
50,0.6787542104721069
51,0.6844696402549744
52,0.5900541543960571
53,0.625045657157898
54,0.5437906384468079
55,0.6809279918670654
56,0.7035537362098694
57,0.6939310431480408
58,0.6229373216629028
59,0.6596814393997192
60,0.7473198175430298
61,0.5916202068328857
62,0.6651718020439148
63,0.5517376065254211
64,0.5588717460632324
65,0.6073132753372192
66,0.6296571493148804
67,0.747333824634552
68,0.6500515937805176
69,0.7187318801879883
70,0.699203610420227
71,0.6686495542526245
72,0.5370255708694458
73,0.6511995792388916
74,0.5186254978179932
75,0.6426124572753906
76,0.6330215930938721
77,0.5866525769233704
78,0.6685823202133179
79,0.6202217936515808
80,0.6216680407524109
81,0.6421486139297485
82,0.6612958908081055
83,0.6332260966300964
84,0.6227197647094727
85,0.625364363193512
86,0.6216796040534973
87,0.7187227010726929
88,0.6988898515701294
89,0.710774302482605
90,0.6184535622596741
91,0.6848151087760925
92,0.7262043952941895
93,0.7491732835769653
94,0.6689221858978271
95,0.5256670713424683
96,0.6298255324363708
97,0.6285262107849121
98,0.7534582018852234
99,0.7226322889328003
100,0.4762910306453705
101,0.6414040923118591
102,0.6197207570075989
103,0.6850387454032898
104,0.6402108669281006
105,0.6381852626800537
106,0.712258517742157
107,0.692667543888092
108,0.6205259561538696
109,0.5605180859565735
110,0.697239339351654
111,0.6227182745933533
112,0.7158464193344116
113,0.6433399319648743
114,0.6556016206741333
115,0.7040457725524902
116,0.6047744750976562
117,0.6171743869781494
118,0.6014647483825684
119,0.6589663028717041
120,0.6190026998519897
121,0.8142507076263428
122,0.6877025365829468
123,0.6345558166503906
124,0.6133455038070679
125,0.6779451370239258
126,0.6421578526496887
127,0.6909117698669434
128,0.6140996217727661
129,0.626742959022522
130,0.6013619303703308
131,0.6940614581108093
132,0.6185232400894165
133,0.6716713309288025
134,0.6414932608604431
135,0.7362024784088135
136,0.6912586092948914
137,0.6006771326065063
138,0.7491231560707092
139,0.6709777116775513
140,0.6376659870147705
141,0.6263823509216309
142,0.6268059015274048
143,0.7309964895248413
144,0.668864369392395
145,0.6740293502807617
146,0.7042039632797241
147,0.6915817260742188
148,0.6827084422111511
149,0.6138376593589783
150,0.6876338720321655
151,0.6156713962554932
152,0.5998050570487976
153,0.6445854306221008
154,0.6277857422828674
155,0.7286683320999146
156,0.7205184698104858
157,0.737441897392273
158,0.5505042672157288
159,0.7575945258140564
160,0.6267259120941162
161,0.7469523549079895
162,0.6241098046302795
163,0.665626049041748
164,0.6058570146560669
165,0.6973437666893005
166,0.6089896559715271
167,0.6458033919334412
168,0.6825761795043945
169,0.6712290048599243
170,0.6036040186882019
171,0.5302057862281799
172,0.651170015335083
173,0.6152507066726685
174,0.5459051728248596
175,0.7188875079154968
176,0.6200650930404663
177,0.6515679359436035
178,0.6231249570846558
179,0.6780015230178833
180,0.6234807372093201
181,0.7330029010772705
182,0.7359857559204102
183,0.6582265496253967
184,0.735713005065918
185,0.5776605606079102
186,0.6236839890480042
187,0.5842628479003906
188,0.6785074472427368
189,0.6732673048973083
190,0.6142815351486206
191,0.6581550240516663
192,0.601559579372406
193,0.6890983581542969
194,0.6132438778877258
195,0.5459823608398438
196,0.7183915972709656
197,0.6192114353179932
198,0.6141801476478577
199,0.7073005437850952
200,0.6418188810348511
201,0.6391698122024536
202,0.5823571681976318
203,0.5644963383674622
204,0.6465214490890503
205,0.7128467559814453
206,0.703879714012146
207,0.6902734041213989
208,0.6362611651420593
209,0.704610288143158
210,0.5729098916053772
211,0.638499915599823
212,0.6046056747436523
213,0.6444638967514038
214,0.591069221496582
215,0.6761530637741089
216,0.633488118648529
217,0.5816381573677063
218,0.6409794092178345
219,0.6514405012130737
220,0.7058191299438477
221,0.7409290075302124
222,0.6983312368392944
223,0.7371524572372437
224,0.6597496271133423
225,0.583603024482727
226,0.5817302465438843
227,0.7416322231292725
228,0.6930657625198364
229,0.6538335680961609
230,0.6519086360931396
231,0.7260217666625977
232,0.556032121181488
233,0.6980239152908325
234,0.7162830829620361
235,0.6251097321510315
236,0.679699182510376
237,0.5928143262863159
238,0.554111897945404
239,0.7451611161231995
240,0.6298785209655762
241,0.6898981332778931
242,0.5846077799797058
243,0.6421253681182861
244,0.5982416868209839
245,0.6614661812782288
246,0.7071995139122009
247,0.5836426615715027
248,0.6491174697875977
249,0.604000449180603
250,0.6642637252807617
251,0.5881922245025635
252,0.5635843873023987
253,0.667505145072937
254,0.7350562214851379
255,0.6345824003219604
256,0.6118671894073486
257,0.5772179365158081
258,0.5718498229980469
259,0.5990486741065979
260,0.5725449323654175
261,0.678228497505188
262,0.6950236558914185
263,0.662422776222229
264,0.6692667007446289
265,0.6797550916671753
266,0.7676758766174316
267,0.6084519624710083
268,0.732326865196228
269,0.6612275242805481
270,0.6696293950080872
271,0.5491780638694763
272,0.6840271353721619
273,0.6316697001457214
274,0.7307488918304443
275,0.6820343136787415
276,0.5712056756019592
277,0.605504035949707
278,0.6051374077796936
279,0.6246089339256287
280,0.7341113686561584
281,0.710706889629364
282,0.6015490293502808
283,0.6054486632347107
284,0.8819336891174316
285,0.5977053642272949
286,0.5988240838050842
287,0.7421572208404541
288,0.6723304986953735
289,0.659923791885376
290,0.6688201427459717
291,0.7111610770225525
292,0.6061426401138306
293,0.5913420915603638
294,0.6582579612731934
295,0.5499271750450134
296,0.6606433391571045
297,0.6415653228759766
298,0.5895259380340576
299,0.707372784614563
300,0.673291027545929
301,0.6496841311454773
302,0.6675639152526855
303,0.6845710873603821
304,0.6780290603637695
305,0.7321595549583435
306,0.6469235420227051
307,0.736545741558075
308,0.6401417851448059
309,0.5722669363021851
310,0.6032586693763733
311,0.6592817306518555
312,0.5545911192893982
313,0.6018643379211426
314,0.6970752477645874
315,0.5449541807174683
316,0.5428407788276672
317,0.6588073968887329
318,0.6910927295684814
319,0.7714518308639526
320,0.6632311344146729
321,0.6701890230178833
322,0.7220796942710876
323,0.6165005564689636
324,0.6349325180053711
325,0.5842459201812744
326,0.7640194296836853
327,0.5965569019317627
328,0.678716778755188
329,0.8078848123550415
330,0.6010579466819763
331,0.6340305209159851
332,0.5837258100509644
333,0.7345583438873291
334,0.7109847068786621
335,0.6801670789718628
336,0.6469457149505615
337,0.7321088314056396
338,0.719908595085144
339,0.6019883751869202
340,0.6594544649124146
341,0.6202133893966675
342,0.6536934971809387
343,0.5897471904754639
344,0.6536036729812622
345,0.6265782713890076
346,0.6205649375915527
347,0.5826825499534607
348,0.6973778009414673
349,0.5666933059692383
350,0.680081844329834
351,0.737602949142456
352,0.6534971594810486
353,0.6697258353233337
354,0.6469442248344421
355,0.5822982788085938
356,0.6554548144340515
357,0.5743780136108398
358,0.6549570560455322
359,0.6417308449745178
360,0.6242744326591492
361,0.685941755771637
362,0.6500957608222961
363,0.6758808493614197
364,0.6574978232383728
365,0.6192907094955444
366,0.6079434752464294
367,0.6656700372695923
368,0.6679362654685974
369,0.536568284034729
370,0.6824321746826172
371,0.7051504254341125
372,0.6426540613174438
373,0.6905964016914368
374,0.704075276851654
375,0.7623270750045776
376,0.6397546529769897
377,0.5869879722595215
378,0.6813063621520996
379,0.5574585795402527
380,0.6683740019798279
381,0.7149505615234375
382,0.642653226852417
383,0.6314129829406738
384,0.6889811754226685
385,0.7387023568153381
386,0.6056479215621948
387,0.6901528835296631
388,0.7143399715423584
389,0.6345013976097107
390,0.6395826935768127
391,0.7103215456008911
392,0.7254701256752014
393,0.59245365858078
394,0.6268298029899597
395,0.6315032839775085
396,0.6348940134048462
397,0.6797831058502197
398,0.5755589008331299
399,0.6197011470794678
400,0.7037848234176636
401,0.655532956123352
402,0.5093388557434082
403,0.6374385952949524
404,0.6983523368835449
405,0.6198890805244446
406,0.6150161027908325
407,0.712988018989563
408,0.7023094296455383
409,0.6627662181854248
410,0.6209003925323486
411,0.651323676109314
412,0.6306171417236328
413,0.6755596995353699
414,0.6690462827682495
415,0.6365372538566589
416,0.6147329211235046
417,0.6452615261077881
418,0.6080018281936646
419,0.670677900314331
420,0.6378875970840454
421,0.7343730330467224
422,0.6913666725158691
423,0.7335283756256104
424,0.7346344590187073
425,0.5863583087921143
426,0.7090563774108887
427,0.6536617875099182
428,0.7704147696495056
429,0.6458872556686401
430,0.6743304133415222
431,0.6557319760322571
432,0.5976744294166565
433,0.694342851638794
434,0.6668651700019836
435,0.6927028298377991
436,0.5963818430900574
437,0.7572711706161499
438,0.6074556708335876
439,0.71201491355896
440,0.6477760076522827
441,0.716082751750946
442,0.8235616683959961
443,0.6867316961288452
444,0.6773353815078735
445,0.6910183429718018
446,0.6986464858055115
447,0.5837411880493164
448,0.6494874954223633
449,0.6227450370788574
450,0.5835641622543335
451,0.6428114175796509
452,0.6344107985496521
453,0.7859179377555847
454,0.642812967300415
455,0.6490933895111084
456,0.6289577484130859
457,0.6045331954956055
458,0.6117180585861206
459,0.6314989328384399
460,0.7039688229560852
461,0.4997386336326599
462,0.6371400356292725
463,0.6844649314880371
464,0.5991435050964355
465,0.5463738441467285
466,0.710395097732544
467,0.6160346865653992
468,0.5746579170227051
469,0.5960633754730225
470,0.6239281296730042
471,0.6810210943222046
472,0.7355371713638306
473,0.6486125588417053
474,0.709682822227478
475,0.6993371248245239
476,0.6788637042045593
477,0.6403995752334595
478,0.620633065700531
479,0.5945186018943787
480,0.7091241478919983
481,0.7261600494384766
482,0.6668848991394043
483,0.6501672267913818
484,0.6167568564414978
485,0.73732590675354
486,0.5953131914138794
487,0.65224689245224
488,0.7175266146659851
489,0.6590793132781982
490,0.6070690751075745
491,0.6729292273521423
492,0.6039902567863464
493,0.6309783458709717
494,0.6188940405845642
495,0.7095893621444702
496,0.6449862122535706
497,0.5102189779281616
498,0.6448385715484619
499,0.7103437185287476
500,0.6358022689819336
501,0.647256076335907
502,0.635254442691803
503,0.7292400598526001
504,0.7004532217979431
505,0.5356059074401855
506,0.6103665828704834
507,0.5752943754196167
508,0.6074024438858032
509,0.7451015710830688
510,0.6593654155731201
511,0.6082013845443726
512,0.7376006245613098
513,0.611122190952301
514,0.6563650369644165
515,0.6589837074279785
516,0.6511347889900208
517,0.6750088930130005
518,0.7045928239822388
519,0.6561044454574585
520,0.5619764924049377
521,0.5507118105888367
522,0.5777061581611633
523,0.6952811479568481
524,0.6191042065620422
525,0.7734895944595337
526,0.7636679410934448
527,0.7395076155662537
528,0.6159024238586426
529,0.6329204440116882
530,0.5814180374145508
531,0.5931024551391602
532,0.7400888800621033
533,0.5788190364837646
534,0.6811910271644592
535,0.8298142552375793
536,0.6046502590179443
537,0.6489618420600891
538,0.700448215007782
539,0.6577059626579285
540,0.74031662940979
541,0.6021345257759094
542,0.6689164638519287
543,0.6367666125297546
544,0.6646904945373535
545,0.7876009941101074
546,0.6317088007926941
547,0.612312912940979
548,0.6252244710922241
549,0.8099856376647949
550,0.5776563882827759
551,0.7489500045776367
552,0.6799355149269104
553,0.6763771772384644
554,0.7600041627883911
555,0.6680043935775757
556,0.6821291446685791
557,0.6464266777038574
558,0.6834375858306885
559,0.6002894043922424
560,0.6500317454338074
561,0.6126470565795898
562,0.6389594078063965
563,0.6935471296310425
564,0.6676177978515625
565,0.5708238482475281
566,0.5773590207099915
567,0.7403006553649902
568,0.6793983578681946
569,0.6175503730773926
570,0.7230821847915649
571,0.6541448831558228
572,0.6829970479011536
573,0.6737111210823059
574,0.6761463284492493
575,0.5535551905632019
576,0.662873387336731
577,0.6457881927490234
578,0.6749218702316284
579,0.6227730512619019
580,0.6577035188674927
581,0.695728600025177
582,0.6684403419494629
583,0.6501924991607666
584,0.5880903005599976
585,0.7093037962913513
586,0.6836848855018616
587,0.5605242252349854
588,0.5655905604362488
589,0.5803450345993042
590,0.6683815717697144
591,0.7020726203918457
592,0.6258144974708557
593,0.6958463191986084
594,0.6744993329048157
595,0.6755215525627136
596,0.7289021611213684
597,0.686934232711792
